更新时间,#genre#
CCTV12,http://kkk.888.3116598.xyz/api.php?n=tttt&id=UD8j7z&tk=FgM0vQMejxvG
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-2.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-5.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13-4.m3u8
CCTV13,https://t.freetv.fun/live/cctv13.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-8.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-7.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13xin-wen-3.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-4.m3u8
CCTV13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13hd.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13hd-4.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13hd-1.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13xin-wen-8.m3u8
